시군구명,행정동명,전체세대,1인세대,기초생활수급자,외국인,행정구역코드,행정동코드,총인구수,노령층인구,노령층비율,장애인인구,장애인비율,차상위인구,차상위비율,cluster,1인세대비율,기초생활수급자비율,외국인비율
광진구,화양동,18185.0,14951.0,616.0,3739.0,1105053,11215710,22910,3210,0.0014007612984926325,960.0,0.002431364603383649,710,0.004607457591922023,1,0.007649671546608967,0.002130699014551706,0.00871586151593984
광진구,군자동,11400.0,7019.0,714.0,2740.0,1105054,11215730,19812,4384,0.001913064651897726,1073.0,0.0027175564785735995,527,0.003419901621046347,1,0.00359126778045939,0.0024696738577758407,0.006387125047786884
광진구,중곡1동,8504.0,4698.0,700.0,710.0,1105055,11215740,15555,3741,0.001632476017962909,465.0,0.001177692229763955,549,0.0035626679126270298,1,0.0024037293108132517,0.002421248880172393,0.0016550579503389372
광진구,중곡2동,10656.0,5132.0,649.0,698.0,1105056,11215750,21649,4978,0.0021722709482543067,1584.0,0.004011751595583021,162,0.0010512790561850252,1,0.0026257851901008104,0.0022448436046169757,0.0016270851399106734
광진구,중곡3동,8513.0,4365.0,833.0,519.0,1105057,11215760,16327,4252,0.001855463252707375,723.0,0.0018311214669233108,351,0.002277771288400888,1,0.0022333500301617375,0.0028812861674051477,0.0012098240510224063
광진구,중곡4동,13122.0,5336.0,1085.0,717.0,1105058,11215770,28912,7690,0.0033557178770742503,570.0,0.0014436227332590417,847,0.005496502225856273,1,0.0027301616863557917,0.003752935764267209,0.0016713754230887577
광진구,능동,6406.0,3773.0,274.0,471.0,1105059,11215780,11428,2351,0.0010259158295190588,720.0,0.0018235234525377367,604,0.003919583641578735,1,0.0019304535312257127,0.0009477459902389081,0.0010979328093093513
광진구,광장동,11814.0,2263.0,202.0,370.0,1105063,11215810,35017,5553,0.002423186134121367,1394.0,0.003530544017830007,285,0.0018494724136588405,1,0.0011578627991422708,0.0006987032482783191,0.0008624949882047983
광진구,자양1동,11913.0,6559.0,941.0,1814.0,1105064,11215820,22522,5132,0.00223947258064305,1144.0,0.0028973761523655153,557,0.0036145829277472777,1,0.003355909014394235,0.003254850280346031,0.0042285565097392
광진구,자양2동,10887.0,4298.0,633.0,763.0,1105065,11215830,25136,6087,0.0026562099763005153,1558.0,0.003945902137574714,413,0.002680112655582811,1,0.002199069514234856,0.0021895007730701782,0.0017786045297304353
광진구,자양3동,11009.0,3197.0,280.0,632.0,1105066,11215840,28380,6271,0.0027365028357779746,853.0,0.0021603687569648465,696,0.004516606315461589,1,0.0016357434241528236,0.0009684995520689571,0.001473234682555223
광진구,자양4동,10209.0,5897.0,848.0,5844.0,1105067,11215847,17488,5284,0.002305801464559212,826.0,0.0020919866274946813,1054,0.006839803242092694,1,0.003017197051056991,0.0029331700719802704,0.013622758678564436
광진구,구의1동,13077.0,7478.0,706.0,1167.0,1105060,11215850,21824,4547,0.001984193652413084,1442.0,0.0036521122479991897,157,0.00101883217173487,1,0.0038261148970330982,0.002442002442002442,0.0027203558141486476
광진구,구의2동,11517.0,4366.0,776.0,848.0,1105061,11215860,26619,6361,0.002775776517044123,560.0,0.0014182960186404619,831,0.005392672195615777,1,0.0022338616796531833,0.0026841273300196814,0.0019767452702639703
광진구,구의3동,12079.0,4314.0,401.0,621.0,1105062,11215870,28902,6158,0.0026871925470771437,923.0,0.0023376557592949044,298,0.0019338343132292437,1,0.002207255906097992,0.0013870297156416136,0.001447592939662648
동대문구,용신동,20172.0,12368.0,1442.0,2403.0,1106081,11230536,31009,8003,0.0034923030130331895,830.0,0.0021021173133421132,126,0.0008176614881439084,2,0.00632808091020398,0.004987772693155129,0.005601555288259811
동대문구,제기동,13450.0,7697.0,1307.0,2789.0,1106082,11230545,24625,7872,0.0034351379880791285,1688.0,0.0042751494276162495,271,0.0017586211371984062,2,0.00393816613565977,0.004520817551979025,0.006501347357035628
동대문구,전농1동,14752.0,7461.0,1479.0,926.0,1106083,11230560,29459,7914,0.003453465706003331,913.0,0.0023123290446763244,719,0.004665861983932303,2,0.0038174168556785164,0.005115752991107099,0.002158568538047684
동대문구,전농2동,7557.0,2337.0,593.0,627.0,1106084,11230570,18819,5193,0.002266091409056773,728.0,0.0018437848242326006,477,0.0030954327765447963,2,0.0011957248615092739,0.002051143694203184,0.0014615793448767799
동대문구,답십리1동,12852.0,5324.0,656.0,730.0,1106091,11230600,29103,6018,0.002626100153996468,597.0,0.0015120048627292068,548,0.0035561785357369987,2,0.00272402189245844,0.0022690560934186996,0.00170167930105271
동대문구,답십리2동,12521.0,4695.0,1006.0,590.0,1106086,11230610,28748,7890,0.003442992724332358,1011.0,0.0025605308479384054,377,0.0024464950875416943,2,0.0024021943623389135,0.0034796805335048963,0.0013753298460563
동대문구,장안1동,18514.0,8461.0,1170.0,1081.0,1106087,11230650,38328,9506,0.00414817349017787,659.0,0.0016690304933644007,344,0.0022323456501706705,2,0.004329066347124504,0.004046944556859571,0.0025198840060794243
동대문구,장안2동,14127.0,5198.0,956.0,729.0,1106088,11230660,32561,7546,0.0032928799870484125,1111.0,0.002813797994124202,510,0.0033095822139158197,2,0.0026595540565362455,0.003306734184921154,0.0016993482335170215
동대문구,청량리동,9704.0,4882.0,1481.0,965.0,1106080,11230705,19050,7266,0.0031706952008870616,739.0,0.0018716442103130383,175,0.0011356409557554284,2,0.0024978728172393135,0.005122670845050448,0.0022494801719395415
동대문구,회기동,6719.0,4705.0,288.0,2693.0,1106071,11230710,10416,2058,0.0008980581782859307,838.0,0.002122378685036977,429,0.002783942685823307,2,0.0024073108572533735,0.000996170967842356,0.006277564873609518
동대문구,휘경1동,7783.0,4663.0,302.0,2620.0,1106072,11230720,13686,2944,0.0012846857516393489,1149.0,0.002910039509674805,323,0.0020960687354800193,2,0.002385821578612642,0.0010445959454458038,0.006107396943504247
동대문구,휘경2동,12231.0,6470.0,527.0,1117.0,1106073,11230730,24114,5627,0.002455477827606867,809.0,0.0020489312126430958,615,0.0039909667873690765,2,0.0033103722096555423,0.0018228545140726443,0.0026038024373642153
동대문구,이문1동,10767.0,6956.0,575.0,3741.0,1106089,11230740,18002,4385,0.0019135010261340166,793.0,0.0020084084692533685,317,0.002057132474139833,2,0.0035590338624982925,0.001988883008713037,0.008720523651011216
동대문구,이문2동,8724.0,3330.0,726.0,755.0,1106090,11230750,20120,5399,0.002355984501732624,381.0,0.0009649478269678857,219,0.001421173538916793,2,0.00170379280651514,0.002511180981435939,0.0017599559894449263
중랑구,면목2동,12222.0,5946.0,1300.0,709.0,1107052,11260520,24350,6689,0.00291890726654742,920.0,0.0023300577449093304,196,0.0012719178704460798,2,0.0030422678761378445,0.004496605063177301,0.0016527268828032487
중랑구,면목4동,8931.0,3888.0,1282.0,627.0,1107054,11260540,19191,5428,0.0023686393545850498,970.0,0.0024566913180022287,297,0.0019273449363392127,2,0.001989293222742001,0.004434344377687154,0.0014615793448767799
중랑구,면목5동,6451.0,2209.0,535.0,261.0,1107055,11260550,14693,3313,0.001445707844830558,841.0,0.0021299766994225507,185,0.0012005347246557385,2,0.0011302337266041874,0.0018505259298460433,0.000608408626814736
중랑구,면목본동,17740.0,9164.0,1891.0,1496.0,1107071,11260565,34053,8917,0.0038911490650027428,893.0,0.0022616756154391652,332,0.0021544731274902983,2,0.004688755939611034,0.006540830903437136,0.003487277033390211
중랑구,면목7동,10552.0,4686.0,902.0,623.0,1107057,11260570,22045,6294,0.0027465394432126568,693.0,0.0017551413230675716,162,0.0010512790561850252,2,0.0023975895169158997,0.003119952128450712,0.0014522550747340251
중랑구,면목3·8동,12626.0,6207.0,1438.0,787.0,1107072,11260575,25206,7350,0.0032073506367354667,898.0,0.002274338972748455,389,0.0025243676102220665,2,0.003175808393405247,0.00497393698526843,0.0018345501505869627
중랑구,상봉1동,10151.0,3413.0,1165.0,337.0,1107059,11260580,24531,5836,0.00254668004299159,760.0,0.0019248303110120555,577,0.003744370465547898,2,0.001746259714305157,0.0040296499220011965,0.000785569759527073
중랑구,상봉2동,12336.0,7717.0,873.0,664.0,1107060,11260590,20237,4463,0.0019475382165646787,1343.0,0.003401377773275251,273,0.0017715998909784683,2,0.003948399125488689,0.0030196432462721414,0.0015478288436972596
중랑구,중화1동,8991.0,3611.0,762.0,375.0,1107061,11260600,19987,5374,0.0023450751458253603,536.0,0.0013575119035558708,354,0.002297239419070981,2,0.0018475663136114627,0.0026357023524162335,0.0008741503258832415
중랑구,중화2동,13623.0,7454.0,1932.0,999.0,1107062,11260610,25075,7410,0.0032335330909128994,547.0,0.0013853712896363085,157,0.00101883217173487,2,0.0038138353092383942,0.006682646909275804,0.0023287364681529553
중랑구,묵1동,14995.0,5609.0,873.0,432.0,1107064,11260620,34899,8590,0.003748454689735736,1670.0,0.004229561341302806,600,0.0038936261340186116,2,0.0028698419975205468,0.0030196432462721414,0.0010070211754174942
중랑구,묵2동,9256.0,4270.0,829.0,489.0,1107065,11260630,19078,5186,0.002263036789402739,1438.0,0.0036419815621517577,414,0.002686602032472842,2,0.0021847433284743686,0.002867450459518448,0.0011398920249517468
중랑구,망우본동,17585.0,8253.0,1739.0,685.0,1107073,11260655,30145,9027,0.003939150230994702,1060.0,0.002684631749569446,210,0.001362769146906514,2,0.004222643252903739,0.006015074003742559,0.001596781261946721
중랑구,망우3동,8208.0,3948.0,1411.0,637.0,1107068,11260660,16672,4938,0.002154815978802685,1148.0,0.002907506838212947,345,0.0022388350270607016,2,0.0020199921922287607,0.004880545957033209,0.0014848900202336663
중랑구,신내1동,14788.0,3924.0,1258.0,385.0,1107069,11260680,38974,10056,0.004388179320137667,1328.0,0.003363387701347381,469,0.003043517761424548,2,0.0020077126044340567,0.004351330130366957,0.0008974610012401279
중랑구,신내2동,8958.0,3193.0,1049.0,192.0,1107070,11260690,20836,5875,0.002563698638206921,519.0,0.0013144564887042852,567,0.003679476696647588,2,0.0016336968261870396,0.0036284143932869147,0.00044756496685221966
성북구,성북동,8164.0,4043.0,305.0,648.0,1108081,11290525,16698,4259,0.0018585178723614087,1458.0,0.003692634991388917,691,0.004484159431011435,2,0.0020685988939161295,0.0010549727263608284,0.0015105317631262413
성북구,삼선동,11471.0,5920.0,674.0,813.0,1108082,11290555,23006,5520,0.002408785784323779,910.0,0.0023047310302907508,748,0.004854053913743202,2,0.003028964989360249,0.002331316778908847,0.0018951579065148675
성북구,동선동,9573.0,6537.0,380.0,885.0,1108083,11290575,15506,3105,0.0013549420036821258,1184.0,0.002998683010839834,182,0.0011810665939856455,2,0.0033446527255824236,0.001314392249236442,0.00206299476908445
성북구,돈암1동,6043.0,1872.0,463.0,203.0,1108058,11290580,14858,4100,0.0017891343687912128,1101.0,0.0027884712795056225,134,0.0008695765032641565,2,0.0009578078479868894,0.0016014831878854543,0.0004732067097447947
성북구,돈암2동,8512.0,1745.0,279.0,257.0,1108059,11290590,24220,5101,0.002225944979318043,1268.0,0.003211427413635903,788,0.0051136289893444434,2,0.000892828362573249,0.0009650406250972823,0.0005990843566719815
성북구,안암동,9723.0,6870.0,359.0,2346.0,1108060,11290600,14925,2939,0.0012825038804578962,945.0,0.0023933745314557798,389,0.0025243676102220665,2,0.0035150320062339374,0.0012417547828312702,0.005468684438725559
성북구,보문동,8114.0,3910.0,380.0,639.0,1108061,11290610,15479,3517,0.0015347281890338283,1089.0,0.0027580792219633267,412,0.0026736232786927798,2,0.002000549511553813,0.001314392249236442,0.0014895521553050435
성북구,정릉1동,7374.0,2342.0,315.0,292.0,1108062,11290620,18375,4361,0.0019030280444630437,2476.0,0.006270894539560329,359,0.002329686303521136,2,0.0011982831089665039,0.0010895619960775767,0.000680671720421084
성북구,정릉2동,9877.0,3431.0,525.0,430.0,1108063,11290630,23222,6290,0.0027447939462674946,0.0,0.0,616,0.003997456164259108,2,0.0017554694051511847,0.0018159366601292947,0.0010023590403461168
성북구,정릉3동,8120.0,4606.0,569.0,1711.0,1108064,11290640,15101,4511,0.0019684841799066247,743.0,0.0018817748961604702,63,0.0004088307440719542,2,0.0023566575576002206,0.001968129446882988,0.0039884565535632695
성북구,정릉4동,10807.0,3937.0,617.0,727.0,1108065,11290650,25095,6767,0.0029529444569780824,1980.0,0.005014689494478777,446,0.0028942620929538346,2,0.002014364047822855,0.0021341579415233808,0.0016946860984456442
성북구,길음1동,12430.0,2553.0,454.0,384.0,1108066,11290660,35672,6302,0.002750030437102981,984.0,0.00249214871846824,273,0.0017715998909784683,2,0.0013062411516616074,0.0015703528451403805,0.0008951299337044393
성북구,길음2동,8601.0,2513.0,400.0,290.0,1108068,11290685,16629,3702,0.001615457422747578,1219.0,0.0030873265120048626,434,0.0028163895702734624,2,0.0012857751720037679,0.0013835707886699388,0.0006760095853497067
성북구,종암동,17153.0,6840.0,1081.0,2155.0,1108084,11290705,39049,9465,0.004130282146489958,818.0,0.0020717252557998175,230,0.0014925566847071344,2,0.003499682521490558,0.0037391000563805096,0.0050234505394090275
성북구,월곡1동,10842.0,3502.0,764.0,476.0,1108071,11290715,26647,6702,0.0029245801316191973,1659.0,0.004201701955222369,1,6.489376890031019e-06,2,0.0017917965190438498,0.002642620206359583,0.0011095881469877944
성북구,월곡2동,9648.0,4808.0,606.0,803.0,1108072,11290725,19568,5121,0.0022346724640438537,1120.0,0.0028365920372809238,652,0.004231073732300225,2,0.0024600107548723104,0.0020961097448349572,0.001871847231157981
