CTY_NM,ADMI_NM,RSPOP_CNT,노령층인구,노령층비율,장애인인구,장애인비율,차상위인구,차상위비율,ADM_CD
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,31080530
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,31092750
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,31110510
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,31140510
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,31191510
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,31280520
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,32020510
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,32030520
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,33030740
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,33041510
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,34011510
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,35011740
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,35020600
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,35030510
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,36020530
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,36030620
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,37012670
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,37070520
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,37100510
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,38030740
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,38050530
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,38100580
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,38112520
관악구,중앙동,2066213,413258,0.2000074532490116,597.0,0.0002889343935015412,548,0.00026521951028282177,39020530
관악구,청룡동,4390481,756389,0.17227930151616644,1011.0,0.0002302708974255896,377,8.586758489559573e-05,11210800
관악구,청룡동,4390481,756389,0.17227930151616644,1011.0,0.0002302708974255896,377,8.586758489559573e-05,34011580
관악구,청림동,2235666,462835,0.20702332101485643,659.0,0.0002947667495949753,344,0.000153869137876588,11210540
관악구,청림동,2235666,462835,0.20702332101485643,659.0,0.0002947667495949753,344,0.000153869137876588,37011560
관악구,행운동,4065079,750358,0.18458632661259475,1111.0,0.0002733034216555201,510,0.00012545881642152587,11210570
광진구,광장동,4941038,650631,0.13167901157611012,739.0,0.00014956371515458897,175,3.541765920440199e-05,11050630
광진구,구의1동,3094372,548379,0.17721818837554115,838.0,0.00027081423952905466,429,0.0001386387932672607,11050600
광진구,구의2동,3638086,728793,0.20032319192014703,1149.0,0.00031582540929488747,323,8.878294795670031e-05,11050610
광진구,구의3동,4045537,702557,0.17366223569330846,809.0,0.00019997345222649057,615,0.00015201937344782657,11050620
광진구,군자동,2796617,525060,0.1877482687118043,793.0,0.00028355688319137016,317,0.00011335123829970283,11050540
광진구,군자동,2796617,525060,0.1877482687118043,793.0,0.00028355688319137016,317,0.00011335123829970283,31150680
광진구,능동,1554057,277920,0.17883513925164907,381.0,0.00024516475264420805,219,0.00014092147199234006,11050590
광진구,자양1동,3167291,601375,0.18987046027662124,920.0,0.0002904690475235777,196,6.188253621154481e-05,11050640
광진구,자양2동,3697093,699902,0.1893114400963135,970.0,0.0002623682985524032,297,8.033338625779768e-05,11050650
광진구,자양3동,4114567,712833,0.17324617632912528,841.0,0.00020439574808236202,185,4.496220379933053e-05,11050660
광진구,자양4동,2927015,679784,0.23224479546568774,893.0,0.000305088972895595,332,0.00011342613549981808,11050670
광진구,중곡1동,2192909,439426,0.2003849680948913,693.0,0.0003160185853585352,162,7.387447449939783e-05,11050550
광진구,중곡2동,3053141,569271,0.1864542122358581,898.0,0.00029412333069452084,389,0.00012740977242780467,11050560
광진구,중곡3동,2412550,491539,0.2037425131085366,760.0,0.0003150193778367288,577,0.0002391660276470954,11050570
광진구,중곡4동,4211389,874672,0.2076920464958236,1343.0,0.0003188971619577294,273,6.482421832796733e-05,11050580
광진구,화양동,3005640,416432,0.13855019230513302,536.0,0.0001783314036278463,354,0.00011777857627659999,11050530
구로구,가리봉동,1487444,388270,0.26103167581435,547.0,0.0003677449369522483,157,0.00010555019214168736,11170700
구로구,개봉1동,4657914,1059774,0.22752116075994533,1670.0,0.000358529590713783,600,0.00012881302660375438,11170720
구로구,개봉2동,4564806,1056071,0.23135068609706524,1438.0,0.0003150188638903822,414,9.069388710056901e-05,11170640
구로구,개봉3동,2956039,677020,0.22902945461815627,1060.0,0.00035858796179617385,210,7.104101129924199e-05,11170650
구로구,고척1동,3349514,729313,0.2177369612427355,1148.0,0.00034273628950349215,345,0.00010300001731594494,11170610
구로구,고척2동,3994097,847841,0.21227351263627298,1328.0,0.00033249067311084333,469,0.00011742328741640475,11170620
구로구,구로1동,3006845,455381,0.15144811255651688,519.0,0.00017260617025486848,567,0.0001885697466946251,11170520
구로구,구로2동,3793065,974779,0.2569897958511125,1458.0,0.0003843857144551965,691,0.00018217457386045322,11170710
구로구,구로3동,3530649,582011,0.16484533013618743,910.0,0.0002577429815311576,748,0.00021185906613769876,11170540
구로구,구로4동,3137178,750401,0.2391961820464124,1184.0,0.00037740925124427115,182,5.801392206626465e-05,11170550
구로구,구로5동,4210100,799755,0.18996104605591316,1101.0,0.0002615139782903019,134,3.182822260753901e-05,11170560
구로구,수궁동,3421462,730478,0.21349879086776355,1268.0,0.000370601807063764,788,0.00023031090218158203,11170690
구로구,신도림동,5095892,827013,0.16229013487726976,945.0,0.00018544349056063197,389,7.633599770167813e-05,11170510
구로구,오류1동,2976892,647064,0.21736226910482476,1089.0,0.0003658177723612412,412,0.00013839937760590576,11170670
구로구,오류2동,5833182,1179183,0.20215090151481643,2476.0,0.00042446815477384386,359,6.154445378182954e-05,11170730
금천구,가산동,2855337,471043,0.1649693188579842,0.0,0.0,616,0.0002157363561639134,11180510
금천구,독산1동,5072228,938086,0.18494555055490408,743.0,0.00014648395143120537,63,1.2420577308433297e-05,11180520
금천구,독산2동,2845205,602012,0.21158826868362737,1980.0,0.0006959076762482844,446,0.00015675496141754285,11180530
금천구,독산3동,3583542,794737,0.22177415529105002,984.0,0.0002745886611626151,273,7.618161026157918e-05,11180540
금천구,독산4동,2342761,503928,0.21510004648361486,1219.0,0.0005203262304605549,434,0.00018525150452820412,11180550
금천구,시흥1동,4786307,1041906,0.21768474107490388,818.0,0.00017090420652081032,230,4.8053749999738837e-05,11180570
금천구,시흥2동,3206289,692946,0.21612087993315637,1659.0,0.0005174206068136715,1,3.118870444928701e-07,11180580
금천구,시흥3동,1630035,406437,0.24934249878070103,1120.0,0.0006871018106973163,652,0.00039999141122736627,11180590
금천구,시흥4동,3051206,692173,0.22685226759517385,556.0,0.00018222302918911406,114,3.7362275768991016e-05,11180600
금천구,시흥5동,2939144,729892,0.24833488934193085,1097.0,0.0003732379223338496,487,0.00016569450152833614,11180610
노원구,공릉1동,5336069,1097929,0.20575614745611423,1197.0,0.00022432243661017127,1022,0.00019152675874318717,11110790
노원구,공릉2동,5905944,950759,0.16098340925684362,2226.0,0.000376908416334459,330,5.587591077734567e-05,11110560
노원구,상계10동,2566776,440891,0.17176839739813682,1357.0,0.0005286787783585322,234,9.116494777884786e-05,11110740
노원구,상계1동,5670724,1206877,0.21282591076553894,505.0,8.905388447753761e-05,645,0.0001137420900752708,11110650
노원구,상계2동,2951392,592246,0.20066666847372358,1901.0,0.0006441028504515835,657,0.0002226068241697477,11110660
노원구,상계5동,3480022,818599,0.23522811062688684,1600.0,0.00045976720836822294,455,0.0001307462998797134,11110690
노원구,상계8동,3421262,492154,0.1438515962823075,1275.0,0.00037266950031888816,592,0.00017303556406963278,11110720
노원구,상계9동,3118419,570244,0.182863175217955,723.0,0.00023184825387480003,251,8.048950445722657e-05,11110730
노원구,월계1동,3124130,705551,0.225839193631507,771.0,0.00024678870597574364,712,0.0002279034483200123,11110510
노원구,월계2동,3835295,945896,0.24662926841351188,1060.0,0.0002763803045137336,842,0.00021953982679298462,11110520
노원구,월계3동,4522458,1006234,0.22249714646327284,2314.0,0.0005116686545237125,816,0.0001804328531077569,11110530
노원구,중계1동,3943249,433697,0.10998468521769739,1955.0,0.0004957840603015433,410,0.00010397517377167914,11110610
노원구,중계4동,2967298,644916,0.21734116357709943,3215.0,0.0010834772914617946,27,9.09918720667759e-06,11110640
노원구,중계본동,3723666,500079,0.13429749069868244,1526.0,0.0004098111914441306,43,1.1547759654061347e-05,11110600
노원구,하계1동,3988135,755626,0.18946851097066675,850.0,0.0002131322033983303,13,3.259668993150934e-06,11110580
노원구,하계2동,3304130,550085,0.16648406691020026,2129.0,0.0006443451074866909,124,3.752878972679647e-05,11110590
도봉구,도봉1동,3129571,936310,0.29918158111766757,992.0,0.00031697635234989076,96,3.067513087257007e-05,11100640
도봉구,도봉2동,3984188,1076215,0.27012154044939646,1481.0,0.00037171940681514023,129,3.237799019524179e-05,11100650
도봉구,방학1동,4179350,962458,0.2302889205259191,1480.0,0.0003541220524722744,2,4.785433141517222e-07,11100550
도봉구,방학2동,2985678,729110,0.24420248935082753,1505.0,0.0005040731117019317,2,6.698646002683477e-07,11100560
도봉구,방학3동,4072119,835567,0.20519218618119953,1248.0,0.00030647434419279004,2,4.911447823602404e-07,11100570
도봉구,쌍문1동,3019638,738250,0.24448294795601327,1042.0,0.00034507447581465066,989,0.0003275227030524851,11100510
도봉구,쌍문2동,2791645,653484,0.23408563767957602,1117.0,0.00040012250841349814,2,7.164234707493252e-07,11100520
도봉구,쌍문3동,2404219,575421,0.23933801371672048,924.0,0.00038432438974985225,12,4.991225840907172e-06,11100530
도봉구,쌍문4동,2782760,531826,0.19111457689488134,803.0,0.0002885624344176285,179,6.432462734838794e-05,11100540
도봉구,창1동,3680099,768137,0.20872726521759333,684.0,0.00018586456505653788,44,1.1956200091356238e-05,11100590
도봉구,창2동,4197290,865005,0.20608654631917261,1054.0,0.00025111440953567657,420,0.00010006456546962445,11100600
도봉구,창3동,2070635,490372,0.23682203768409207,1317.0,0.0006360367713286021,1197,0.0005780835347610757,11100610
도봉구,창4동,3947395,734712,0.18612578675303587,783.0,0.00019835866438499313,133,3.369310646641646e-05,11100620
도봉구,창5동,3606194,744540,0.20646143829200536,1000.0,0.0002773006665753423,539,0.00014946505928410952,11100630
동대문구,답십리1동,3500176,683091,0.1951590434309589,1012.0,0.0002891283181188603,209,5.971128308976463e-05,11060910
동대문구,답십리2동,4085701,931360,0.22795598601072375,1059.0,0.00025919664703804804,2,4.89512081280544e-07,11060860
동대문구,용신동,4341542,1020385,0.2350282457246757,1463.0,0.00033697704640424993,288,6.633587789776075e-05,11060810
동대문구,이문1동,3476011,723182,0.20804939915322476,1482.0,0.0004263507796724464,333,9.57994666875335e-05,11060890
동대문구,이문2동,2967799,647186,0.21806935038390404,812.0,0.00027360343473395606,353,0.0001189433650998602,11060900
동대문구,장안1동,5199633,1082549,0.20819719391733993,1015.0,0.00019520608473713434,863,0.0001659732523430019,11060870
동대문구,장안2동,4405890,870665,0.19761387597057575,1689.0,0.0003833504694851664,624,0.00014162859263395136,11060880
동대문구,전농1동,4102182,974133,0.23746703583605017,1306.0,0.000318367151920612,416,0.00010140944502218576,11060830
동대문구,전농2동,2761068,617003,0.2234653402234208,1540.0,0.0005577551874854223,1324,0.00047952458976019424,11060840
동대문구,제기동,3563215,954291,0.26781740647140295,894.0,0.0002508970129503833,517,0.00014509368646012098,11060820
동대문구,청량리동,3025574,923680,0.3052908307646747,1373.0,0.00045379818837681707,448,0.00014807107676097163,11060800
동대문구,회기동,1466387,265455,0.18102656392889463,1355.0,0.0009240398339592481,810,0.0005523780557247166,11060710
동대문구,휘경1동,1995123,417030,0.20902470674740353,325.0,0.0001628972248828769,489,0.0002450976706699286,11060720
동대문구,휘경2동,3419639,666702,0.19496268465764954,672.0,0.0001965119710004477,834,0.0002438853925809128,11060730
동작구,노량진1동,4517268,983310,0.21767803017221915,886.0,0.00019613624872378614,498,0.000110243625129171,11200720
동작구,노량진2동,1859962,459084,0.2468243974876906,1266.0,0.0006806590672282552,897,0.00048226791730153625,11200520
동작구,대방동,5416449,958131,0.17689283144731907,663.0,0.00012240491879458295,1449,0.0002675184424334098,11200680
동작구,사당1동,3177949,642922,0.20230721134920668,1598.0,0.0005028400392831981,429,0.00013499272644085854,11200630
동작구,사당2동,3984289,905078,0.22716173450269295,796.0,0.00019978470437259947,855,0.00021459286713388512,11200730
동작구,사당3동,3457716,761825,0.22032607651987612,929.0,0.0002686744660348045,765,0.00022124431271972598,11200650
동작구,사당4동,2023478,445979,0.22040219859074325,800.0,0.00039535888208322504,519,0.00025648907475149226,11200660
동작구,사당5동,1945681,384771,0.1977564667589394,563.0,0.00028935884145448305,326,0.00016755059025605945,11200670
동작구,상도1동,6203727,1183359,0.19074968966235942,484.0,7.801761747414095e-05,308,4.9647574756271515e-05,11200530
동작구,상도2동,3697879,734708,0.1986836237746016,1524.0,0.0004121281415643941,896,0.00024230105960741278,11200540
동작구,상도3동,3445893,745590,0.21637061858856327,973.0,0.0002823651227707883,662,0.00019211275567755586,11200550
동작구,상도4동,4039684,850204,0.21046299661062598,1155.0,0.00028591345263639435,239,5.916304344597251e-05,11200560
동작구,신대방1동,3379046,642236,0.19006429625403146,1309.0,0.0003873874460424629,337,9.973229130352176e-05,11200690
동작구,신대방2동,2873320,528648,0.1839850764968747,815.0,0.0002836440076288057,384,0.00013364331156989127,11200700
동작구,흑석동,4560743,1006209,0.22062392026913158,711.0,0.0001558956512129712,471,0.00010327264658412017,11200710
마포구,공덕동,5218537,1063117,0.20371935659362,1149.0,0.00022017665104223655,469,8.987193153943337e-05,11140770
마포구,대흥동,1864164,365622,0.19613188539205778,1513.0,0.0008116238700028539,334,0.0001791687855789512,11140600
마포구,대흥동,1864164,365622,0.19613188539205778,1513.0,0.0008116238700028539,334,0.0001791687855789512,25020550
마포구,도화동,3093066,658592,0.21292529806994095,435.0,0.00014063715420233516,446,0.00014419349603273903,11140750
마포구,망원1동,3012232,597239,0.19827124869531962,762.0,0.00025296856284642085,789,0.0002619320158606641,11140690
